,,PltRpt=1 Group=1 new alamar blue(1) De=1st Ex=Top Em=Top Wdw=N/A (14),
4,P10,592182,
4,P11,609767,
4,P12,601785,
4,P13,597559,
4,P14,570484,
4,P15,591042,
4,P16,588107,
4,P17,612055,
4,P18,621634,
4,P19,603528,
4,P20,566841,
4,P21,561860,
4,P22,596398,
4,P23,652096,
4,P24,682617,

,,PltRpt=1 Group=1 new alamar blue(1) De=1st Ex=Top Em=Top Wdw=N/A (14),
Plate,Well,Signal,
5,A01,663028,
5,A02,647869,
5,A03,635157,
5,A04,574902,
5,A05,597506,
5,A06,613918,
5,A07,624262,
5,A08,631172,
5,A09,586617,
5,A10,612541,
5,A11,613952,
5,A12,633315,
5,A13,605254,
5,A14,625243,
5,A15,631990,
5,A16,628175,
5,A17,620473,
5,A18,620217,
5,A19,604380,
5,A20,617314,
5,A21,605153,
5,A22,630199,
5,A23,585668,
5,A24,682151,
5,B01,559482,
5,B02,466711,
5,B03,517740,
5,B04,281640,
5,B05,482179,
5,B06,221518,
5,B07,221250,
5,B08,419122,
5,B09,426779,
5,B10,316329,
5,B11,245001,
5,B12,240497,
5,B13,517447,
5,B14,439583,
5,B15,247473,
5,B16,263358,
5,B17,468806,
5,B18,221185,
5,B19,452198,
5,B20,460112,
5,B21,470799,
5,B22,474935,
5,B23,572214,
5,B24,635107,
5,C01,596433,
5,C02,382338,
5,C03,220758,
5,C04,165228,
5,C05,314876,
5,C06,449037,
5,C07,358476,
5,C08,305880,
5,C09,241561,
5,C10,121080,
5,C11,152118,
5,C12,369416,
5,C13,338865,
5,C14,268124,
5,C15,222888,
5,C16,203012,
5,C17,267268,
5,C18,238480,
5,C19,417519,
5,C20,228977,
5,C21,404444,
5,C22,340674,
5,C23,452248,
5,C24,656710,
5,D01,442462,
5,D02,220103,
5,D03,354245,
5,D04,287024,
5,D05,310963,
5,D06,300321,
5,D07,214898,
5,D08,147764,
5,D09,228310,
5,D10,224826,
5,D11,351277,
5,D12,178614,
5,D13,252027,
5,D14,251357,
5,D15,297026,
5,D16,99099,
5,D17,265584,
5,D18,222110,
5,D19,217339,
5,D20,221753,
5,D21,154643,
5,D22,171752,
5,D23,396843,
5,D24,602681,
5,E01,575122,
5,E02,479778,
5,E03,161874,
5,E04,121532,
5,E05,267077,
5,E06,280697,
5,E07,311663,
5,E08,346843,
5,E09,249397,
5,E10,221879,
5,E11,138781,
5,E12,379995,
5,E13,266061,
5,E14,320858,
5,E15,213301,
5,E16,194455,
5,E17,215660,
5,E18,213832,
5,E19,162692,
5,E20,300750,
5,E21,228231,
5,E22,227104,
5,E23,498860,
5,E24,508322,
5,F01,502660,
5,F02,243639,
5,F03,324629,
5,F04,203757,
5,F05,251757,
5,F06,263246,
5,F07,295822,
5,F08,263628,
5,F09,154354,
5,F10,246954,
5,F11,302224,
5,F12,274896,
5,F13,281010,
5,F14,147988,
5,F15,270560,
5,F16,270508,
5,F17,216944,
5,F18,218102,
5,F19,195298,
5,F20,173339,
5,F21,195902,
5,F22,290123,
5,F23,453827,
5,F24,632912,
5,G01,582633,
5,G02,381649,
5,G03,154886,
5,G04,150739,
5,G05,215302,
5,G06,238093,
5,G07,227873,
5,G08,316099,
5,G09,268716,
5,G10,147743,
5,G11,122989,
5,G12,278133,
5,G13,234859,
5,G14,225364,
5,G15,181607,
5,G16,227920,
5,G17,173036,
5,G18,177824,
5,G19,172046,
5,G20,180313,
5,G21,184024,
5,G22,238567,
5,G23,326891,
5,G24,531697,
5,H01,456250,
5,H02,66246,
5,H03,318917,
5,H04,248935,
5,H05,324539,
5,H06,150481,
5,H07,195983,
5,H08,215994,
5,H09,188698,
5,H10,258529,
5,H11,242962,
5,H12,232290,
5,H13,277536,
5,H14,139389,
5,H15,169603,
5,H16,149966,
5,H17,190812,
5,H18,233186,
5,H19,175124,
5,H20,195768,
5,H21,216877,
5,H22,269496,
5,H23,357187,
5,H24,503288,
5,I01,608871,
5,I02,283836,
5,I03,152137,
5,I04,197047,
5,I05,203814,
5,I06,233656,
5,I07,181125,
5,I08,199514,
5,I09,182613,
5,I10,144378,
5,I11,133644,
5,I12,201234,
5,I13,215826,
5,I14,217703,
5,I15,227885,
5,I16,184973,
5,I17,188343,
5,I18,171277,
5,I19,166734,
5,I20,178517,
5,I21,174724,
5,I22,235310,
5,I23,223326,
5,I24,498436,
5,J01,101258,
5,J02,256211,
5,J03,297651,
5,J04,246434,
5,J05,295901,
5,J06,227816,
5,J07,236038,
5,J08,109318,
5,J09,126687,
5,J10,217405,
5,J11,207239,
5,J12,218038,
5,J13,192922,
5,J14,229612,
5,J15,250650,
5,J16,240074,
5,J17,193083,
5,J18,150896,
5,J19,194346,
5,J20,179254,
5,J21,131317,
5,J22,183769,
5,J23,226586,
5,J24,318430,
5,K01,599707,
5,K02,460906,
5,K03,170005,
5,K04,128405,
5,K05,397147,
5,K06,213656,
5,K07,346815,
5,K08,237068,
5,K09,281640,
5,K10,153179,
5,K11,172177,
5,K12,229269,
5,K13,201889,
5,K14,258136,
5,K15,227146,
5,K16,245806,
5,K17,220888,
5,K18,268504,
5,K19,268773,
5,K20,208205,
5,K21,269999,
5,K22,235676,
5,K23,278599,
5,K24,653039,
5,L01,544015,
5,L02,82425,
5,L03,326433,
5,L04,246992,
5,L05,295364,
5,L06,208418,
5,L07,326518,
5,L08,273355,
5,L09,268268,
5,L10,227958,
5,L11,137671,
5,L12,264706,
5,L13,37887,
5,L14,100033,
5,L15,287698,
5,L16,199951,
5,L17,234833,
5,L18,216658,
5,L19,194413,
5,L20,239523,
5,L21,205564,
5,L22,271993,
5,L23,233138,
5,L24,561302,
5,M01,615505,
5,M02,364529,
5,M03,120233,
5,M04,127449,
5,M05,318056,
5,M06,209392,
5,M07,247214,
5,M08,224839,
5,M09,200402,
5,M10,142454,
5,M11,145965,
5,M12,234657,
5,M13,193933,
5,M14,224643,
5,M15,264603,
5,M16,246633,
5,M17,191824,
5,M18,246755,
5,M19,183249,
5,M20,235332,
5,M21,235335,
5,M22,211740,
5,M23,357929,
5,M24,577420,
5,N01,482725,
5,N02,373219,
5,N03,281407,
5,N04,330134,
5,N05,289273,
5,N06,251300,
5,N07,312609,
5,N08,304091,
5,N09,219866,
5,N10,241132,
5,N11,245398,
5,N12,282695,
5,N13,212437,
5,N14,266417,
5,N15,223411,
5,N16,200791,
5,N17,206882,
5,N18,52990,
5,N19,241783,
5,N20,174745,
5,N21,256260,
5,N22,197376,
5,N23,527502,
5,N24,617957,
5,O01,599039,
5,O02,531271,
5,O03,365308,
5,O04,298928,
5,O05,284837,
5,O06,267337,
5,O07,195636,
5,O08,307105,
5,O09,216582,
5,O10,306539,
5,O11,422611,
5,O12,462692,
5,O13,354454,
5,O14,230793,
5,O15,286538,
5,O16,518546,
5,O17,401027,
5,O18,366722,
5,O19,321502,
5,O20,324222,
5,O21,320947,
5,O22,314120,
5,O23,381594,
5,O24,501430,
5,P01,649507,
5,P02,595693,
5,P03,540991,
5,P04,572448,
5,P05,515707,
5,P06,548302,
5,P07,583248,
5,P08,456113,
5,P09,469629,
5,P10,555646,
5,P11,613013,
5,P12,476449,
5,P13,603482,
5,P14,576905,
5,P15,582517,
5,P16,577227,
5,P17,520309,
5,P18,605072,
5,P19,552598,
5,P20,597269,
5,P21,604592,
5,P22,656015,
5,P23,565513,
5,P24,682142,

,,PltRpt=1 Group=1 new alamar blue(1) De=1st Ex=Top Em=Top Wdw=N/A (14),
Plate,Well,Signal,
6,A01,677968,
6,A02,651372,
6,A03,640465,
6,A04,682912,
6,A05,620919,
6,A06,664584,
6,A07,666993,
6,A08,674639,
6,A09,576738,
6,A10,651422,
6,A11,548457,
6,A12,675001,
6,A13,630414,
6,A14,672745,
6,A15,617281,
6,A16,660508,
6,A17,635502,
6,A18,542570,
6,A19,577619,
6,A20,694728,
6,A21,565058,
6,A22,662371,
6,A23,576138,
6,A24,681107,
6,B01,537100,
6,B02,431579,
6,B03,541806,
6,B04,258659,
6,B05,367282,
6,B06,515908,
6,B07,368137,
6,B08,324281,
6,B09,269814,
6,B10,381484,
6,B11,199528,
6,B12,334159,
6,B13,467083,
6,B14,560537,
6,B15,295823,
6,B16,509661,
6,B17,337447,
6,B18,360646,
6,B19,324921,
6,B20,312808,
6,B21,502189,
6,B22,534248,
6,B23,422916,
6,B24,637349,
6,C01,571827,
6,C02,550472,
6,C03,335909,
6,C04,127991,
6,C05,241696,
6,C06,181569,
6,C07,406464,
6,C08,258102,
6,C09,244992,
6,C10,132909,
6,C11,133743,
6,C12,201485,
6,C13,269138,
6,C14,251697,
6,C15,576378,
6,C16,267373,
6,C17,190927,
6,C18,243998,
6,C19,240547,
6,C20,207346,
6,C21,224989,
6,C22,502523,
6,C23,555935,
6,C24,660469,
6,D01,661983,
6,D02,336798,
6,D03,268692,
6,D04,251580,
6,D05,191417,
6,D06,177911,
6,D07,244679,
6,D08,112059,
6,D09,224886,
6,D10,282955,
6,D11,291963,
6,D12,155384,
6,D13,296626,
6,D14,148237,
6,D15,203725,
6,D16,99374,
6,D17,194377,
6,D18,201795,
6,D19,177169,
6,D20,212053,
6,D21,108307,
6,D22,239261,
6,D23,553234,
6,D24,687390,
6,E01,658980,
6,E02,566003,
6,E03,131753,
6,E04,119472,
6,E05,179543,
6,E06,195663,
6,E07,178610,
6,E08,195531,
6,E09,151591,
6,E10,130928,
6,E11,122592,
6,E12,214350,
6,E13,182982,
6,E14,215183,
6,E15,167005,
6,E16,187180,
6,E17,174648,
6,E18,188523,
6,E19,191509,
6,E20,256389,
6,E21,188310,
6,E22,255675,
6,E23,444111,
6,E24,658183,
6,F01,569891,
6,F02,453522,
6,F03,205830,
6,F04,206848,
6,F05,190438,
6,F06,169398,
6,F07,196924,
6,F08,183258,
6,F09,71841,
6,F10,155707,
6,F11,221062,
6,F12,191848,
6,F13,206607,
6,F14,40222,
6,F15,209681,
6,F16,155040,
6,F17,181606,
6,F18,180024,
6,F19,219665,
6,F20,151555,
6,F21,155586,
6,F22,236281,
6,F23,511881,
6,F24,688441,
6,G01,656316,
6,G02,504843,
6,G03,103387,
6,G04,78370,
6,G05,166244,
6,G06,161758,
6,G07,170922,
6,G08,153729,
6,G09,156059,
6,G10,96053,
6,G11,96653,
6,G12,201220,
6,G13,179581,
6,G14,170464,
6,G15,186276,
6,G16,181341,
6,G17,177457,
6,G18,204774,
6,G19,162649,
6,G20,183289,
6,G21,230453,
6,G22,245645,
6,G23,435350,
6,G24,640916,
6,H01,493855,
6,H02,123002,
6,H03,159214,
6,H04,175601,
6,H05,179234,
6,H06,96523,
6,H07,141038,
6,H08,146324,
6,H09,160891,
6,H10,139688,
6,H11,179235,
6,H12,187872,
6,H13,162507,
6,H14,104933,
6,H15,155255,
6,H16,140046,
6,H17,192053,
6,H18,193029,
6,H19,192636,
6,H20,166477,
6,H21,182539,
6,H22,194226,
6,H23,238422,
6,H24,462158,
6,I01,654769,
6,I02,191040,
6,I03,94577,
6,I04,72611,
6,I05,145829,
6,I06,148847,
6,I07,153293,
6,I08,158278,
6,I09,174843,
6,I10,91082,
6,I11,88847,
6,I12,155579,
6,I13,170426,
6,I14,155043,
6,I15,155916,
6,I16,159498,
6,I17,159360,
6,I18,193745,
6,I19,147933,
6,I20,150300,
6,I21,179196,
6,I22,234798,
6,I23,324596,
6,I24,535962,
6,J01,120210,
6,J02,195806,
6,J03,209318,
6,J04,153424,
6,J05,154035,
6,J06,133693,
6,J07,151482,
6,J08,90314,
6,J09,115510,
6,J10,142508,
6,J11,168830,
6,J12,146646,
6,J13,186405,
6,J14,174662,
6,J15,199986,
6,J16,161838,
6,J17,185166,
6,J18,167337,
6,J19,175826,
6,J20,173272,
6,J21,119320,
6,J22,167525,
6,J23,172190,
6,J24,333169,
6,K01,653406,
6,K02,436451,
6,K03,153292,
6,K04,123690,
6,K05,188491,
6,K06,177289,
6,K07,176802,
6,K08,163365,
6,K09,166165,
6,K10,92769,
6,K11,109890,
6,K12,213872,
6,K13,170098,
6,K14,210697,
6,K15,198175,
6,K16,249965,
6,K17,193941,
6,K18,203579,
6,K19,200013,
6,K20,213094,
6,K21,189738,
6,K22,235691,
6,K23,405163,
6,K24,449010,
6,L01,524118,
6,L02,66230,
6,L03,212480,
6,L04,190759,
6,L05,155978,
6,L06,134058,
6,L07,159889,
6,L08,152422,
6,L09,209052,
6,L10,175663,
6,L11,93536,
6,L12,154302,
6,L13,36773,
6,L14,81535,
6,L15,218687,
6,L16,114414,
6,L17,347437,
6,L18,197093,
6,L19,203819,
6,L20,158304,
6,L21,141032,
6,L22,193549,
6,L23,193452,
6,L24,441929,
6,M01,625018,
6,M02,281010,
6,M03,119598,
6,M04,88145,
6,M05,166064,
6,M06,162540,
6,M07,154880,
6,M08,181936,
6,M09,159392,
6,M10,99011,
6,M11,120690,
6,M12,195796,
6,M13,188447,
6,M14,170238,
6,M15,178094,
6,M16,200764,
6,M17,163749,
6,M18,197811,
6,M19,164444,
6,M20,182508,
6,M21,253811,
6,M22,182403,
6,M23,180133,
6,M24,424152,
6,N01,541542,
6,N02,190250,
6,N03,189159,
6,N04,145419,
6,N05,187643,
6,N06,133196,
6,N07,180587,
6,N08,165958,
6,N09,158400,
6,N10,167310,
6,N11,172941,
6,N12,167980,
6,N13,247112,
6,N14,183622,
6,N15,185403,
6,N16,211456,
6,N17,210408,
6,N18,52490,
6,N19,229220,
6,N20,179987,
6,N21,174569,
6,N22,110343,
6,N23,265271,
6,N24,574018,
6,O01,509939,
6,O02,241709,
6,O03,252577,
6,O04,223310,
6,O05,243714,
6,O06,262811,
6,O07,219654,
6,O08,191865,
6,O09,191454,
6,O10,232204,
6,O11,338442,
6,O12,291507,
6,O13,361515,
6,O14,281299,
6,O15,333793,
6,O16,443897,
6,O17,282149,
6,O18,237459,
6,O19,180874,
6,O20,233460,
6,O21,203338,
6,O22,217535,
6,O23,314767,
6,O24,413229,
6,P01,609156,
6,P02,508703,
6,P03,438952,
6,P04,351768,
6,P05,497594,
6,P06,512087,
6,P07,588608,
6,P08,432240,
6,P09,547889,
6,P10,514094,
6,P11,607613,
6,P12,588849,
6,P13,508405,
6,P14,543679,
6,P15,580833,
6,P16,511154,
6,P17,635213,
6,P18,435297,
6,P19,587829,
6,P20,525321,
6,P21,586473,
6,P22,520662,
6,P23,550135,
6,P24,665031,

Plate information 
Plate,Repeat,Barcode,Measured height,Inside temperature at start,Inside temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Measurement date,
1,1,,14.68,23.44,23.44,54.6,54.6,23.25,23.25,5/2/2022 11:31:49 AM,
2,1,,14.73,23.54,23.44,54.6,54.6,23.25,23.25,5/2/2022 11:32:53 AM,
3,1,,14.68,23.54,23.44,54.8,54.6,23.15,23.05,5/2/2022 11:34:05 AM,
4,1,,14.68,23.54,23.54,54.9,54.6,23.05,23.15,5/2/2022 11:35:10 AM,
5,1,,14.68,23.54,23.56,54.4,54.4,23.05,23.27,5/2/2022 11:36:27 AM,
6,1,,14.68,23.54,23.56,54.4,54.4,23.25,23.27,5/2/2022 11:37:38 AM,


Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,new alamar blue,0,1385,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
2,new alamar blue,0,1514,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
3,new alamar blue,0,1414,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
4,new alamar blue,0,1575,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
5,new alamar blue,0,1501,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
6,new alamar blue,0,1472,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),


Basic assay information 
Assay ID: ,,,,23251
Assay Started: ,,,,5/2/2022 11:31:02 AM
Assay Finished: ,,,,5/2/2022 11:38:00 AM
Assay Exported: ,,,,5/2/2022 1:52:03 PM
Protocol ID: ,,,,100177
Protocol Name: ,,,,TRF-384 Alamar blue+BS+nbw
Serial#: ,,,,="1020141"



Protocol information
Protocol:
Protocol name,,,,TRF-384 Alamar blue+BS+nbw
Number of assay repeats,,,,1
Start assay repeat each,,,,N/A
Number of plate repeats,,,,1
Start plate repeat each,,,,N/A
Is label meas. height used,,,,Yes
Height of measurement,,,,Defined in label
Is gripper height used,,,,No
Mode of measurement,,,,By Rows  bi-directional
Rotated plate,,,,No
Soft move,,,,No
Protocol notes,,,, 

Plate type:
Name of the plate type,,,,Jaffe 384 General
Number of rows,,,,16
Number of columns,,,,24
Number of the wells in the plate,,,,384
Height of the plate,,,,14.35 mm

Coordinates of corners:
Jaffe 384 General
12.13 mm x------------------------------------------------------ x 115.63 mm
8.99 mm                                                            8.99 mm

12.13 mm x------------------------------------------------------ x 115.63 mm
76.49 mm                                                           76.49 mm

Platemap:
Plate,,,,1
Group,,,,1

,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
A,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
B,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
C,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
D,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
E,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
F,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
G,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
H,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
I,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
J,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
K,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
L,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
M,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
N,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
O,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
P,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 

 - - Undefined

Calculations:
No calculations.

Auto export parameters:
Export format,,,,Plate2
Include basic assay information,,,,Yes
Place assay information at,,,,End of file
Include basic plate information,,,,Yes
Place plate information at,,,,End of plate
Include protocol information,,,,Yes
Protocol info level,,,,Large
Include error and warning information,,,,Yes
Include background information,,,,Yes
Add plate number to the file name,,,,Yes
Each plate to separate file,,,,No
Field separator to use,,,,System
File name format,,,,<DefaultDataFolder>\<Date>\<ProtocolName>_<AssayID>.csv

Operations:
Plate 1
  Group 1
    Measurement
      Label,,,,new alamar blue(1)

Labels:
new alamar blue,,,,4000013
Top mirror,,,,General
Bottom mirror,,,,N/A
Exc. filter,,,,Photometric 530
Using of excitation filter,,,,Top
2nd exc. filter,,,,N/A
Using of 2nd excitation filter,,,,Top
Ems. filter,,,,Photometric 590
2nd ems. filter,,,,N/A
Measurement height,,,,6.5 mm
Number of flashes,,,,1
Number of flashes integrated,,,,1
PMT gain,,,,1
Excitation light,,,,0%
Reference excitation light,,,,100%
Emission light,,,,100%
Reference AD gain,,,,2
Reference signal,,,,256388
Last edited,,,,10/13/2006 11:04:00 AM
Last edited by,,,,EnVision
Factory preset,,,,No

Filters:
Photometric 530,,,,310
Filter type,,,,Excitation
Description,,,,P530 CWL=530nm BW=8nm Tmin=55%
Used with,,,,Absorbance DELFIA - Time-resolved Fluorescence Fluorescence Intensity Fluorescence Polarization LANCE - Time-resolved Fluorescence
Last edited,,,,8/19/2014 4:24:21 PM
Last edited by,,,,Installation
Factory preset,,,,Yes

Photometric 590,,,,314
Filter type,,,,Excitation
Description,,,,P590 CWL=590nm BW=8nm Tmin=40%
Used with,,,,Absorbance DELFIA - Time-resolved Fluorescence Fluorescence Intensity Fluorescence Polarization LANCE - Time-resolved FluorescenceAbsorbance DELFIA - Time-resolved Fluorescence Fluorescence Intensity Fluorescence Polarization LANCE - Time-resolved Fluorescence
Last edited,,,,8/19/2014 4:24:21 PM
Last edited by,,,,Installation
Factory preset,,,,Yes

Mirror modules:
General,,,,401
Used by,,,,Top
Dual,,,,No
Bias,,,,No
Description,,,,BS50
Used with,,,,Luminescence DELFIA - Time-resolved Fluorescence Fluorescence Intensity Fluorescence Polarization LANCE - Time-resolved Fluorescence
Last edited,,,,8/19/2014 4:24:21 PM
Last edited by,,,,Installation
Factory preset,,,,Yes

Instrument:
Serial number,,,,1020141
Nickname,,,,EnVision




Assay notifications:
INFO: Assay aborted at plate 6  plate repeat 1 and well P01. There may be missing results

Notifications for plate 1  repeat 1:
WARNING: Some of the results may be invalid due to saturation of electronics. To fix the problem try to limit the excitation light or decrease the detector gain using the label editor.
In a case of label using Fluorescence Monochromator you can also try to use less flashes  lower excitation wavelength or higher emission wavelength.

WARNING: Measured signal is saturated in the following wells: A01 A04 A05 A07 A09 A12 A13 A14 A17 A19 A20 A21 A22 A24 B24 B23 B21 B04 D24 I24 O22 P24 P18 P17 P11 P10

Notifications for plate 2  repeat 1:
WARNING: Some of the results may be invalid due to saturation of electronics. To fix the problem try to limit the excitation light or decrease the detector gain using the label editor.
In a case of label using Fluorescence Monochromator you can also try to use less flashes  lower excitation wavelength or higher emission wavelength.

WARNING: Measured signal is saturated in the following wells: A02 A11 A13 A14 A24 I24 N24 O03 O24 P24 P23 P02

Notifications for plate 3  repeat 1:
WARNING: Some of the results may be invalid due to saturation of electronics. To fix the problem try to limit the excitation light or decrease the detector gain using the label editor.
In a case of label using Fluorescence Monochromator you can also try to use less flashes  lower excitation wavelength or higher emission wavelength.

WARNING: Measured signal is saturated in the following wells: A14 A15 A16 A17 A18 A19 A20 A21 A22 A23 A24 B24 B23 B14 B05 C24 D24 D23 E24 G24 L24 M24 N24 N01 O24 P24 P23 P18

Notifications for plate 5  repeat 1:
WARNING: Some of the results may be invalid due to saturation of electronics. To fix the problem try to limit the excitation light or decrease the detector gain using the label editor.
In a case of label using Fluorescence Monochromator you can also try to use less flashes  lower excitation wavelength or higher emission wavelength.

WARNING: Measured signal is saturated in the following wells: A24 P24

Notifications for plate 6  repeat 1:
WARNING: Some of the results may be invalid due to saturation of electronics. To fix the problem try to limit the excitation light or decrease the detector gain using the label editor.
In a case of label using Fluorescence Monochromator you can also try to use less flashes  lower excitation wavelength or higher emission wavelength.

WARNING: Measured signal is saturated in the following wells: A01 A20 A24 D24 F24



Exported with EnVision Workstation version 1.13.3009.1409
